year,month,area,uf,className,numPol
2019/2020,1,30.1,RR,DESMATAMENTO_CR,180
2015/2016,7,216.33,AM,DESMATAMENTO_CR,748
2017/2018,1,0.26,AC,DESMATAMENTO_CR,2
2017/2018,12,1.48,TO,DESMATAMENTO_CR,2
2019/2020,8,804.69,PA,DESMATAMENTO_CR,4282
2025/2026,9,87.63,MT,DESMATAMENTO_CR,232
2022/2023,7,191.22,PA,DESMATAMENTO_CR,1121
2020/2021,2,2.94,MA,DESMATAMENTO_CR,11
2015/2016,9,3.98,TO,DESMATAMENTO_CR,10
2024/2025,9,20.44,RO,DESMATAMENTO_CR,114
2023/2024,9,312.26,PA,DESMATAMENTO_CR,2169
2024/2025,12,3.83,RO,DESMATAMENTO_CR,22
2024/2025,12,7.39,MA,DESMATAMENTO_CR,59
2022/2023,7,84.62,MT,DESMATAMENTO_CR,310
2018/2019,8,0.13,AP,DESMATAMENTO_CR,1
2017/2018,7,1.38,TO,DESMATAMENTO_CR,7
2017/2018,12,23.19,RR,DESMATAMENTO_CR,103
2020/2021,2,25.43,AM,DESMATAMENTO_CR,98
2019/2020,1,21.99,RO,DESMATAMENTO_CR,137
2022/2023,7,8.24,MA,DESMATAMENTO_CR,57
2020/2021,2,3.18,AC,DESMATAMENTO_CR,22
2020/2021,1,0.1,TO,DESMATAMENTO_CR,1
2018/2019,3,0.34,MA,DESMATAMENTO_CR,1
2024/2025,5,139.01,AM,DESMATAMENTO_CR,380
2022/2023,7,0.12,AP,DESMATAMENTO_CR,1
2020/2021,1,6.51,RR,DESMATAMENTO_CR,18
2024/2025,8,142.19,MT,DESMATAMENTO_CR,313
2022/2023,7,83.62,AM,DESMATAMENTO_CR,525
2020/2021,1,8.21,RO,DESMATAMENTO_CR,42
2018/2019,3,43.5,AM,DESMATAMENTO_CR,93
2018/2019,8,143.99,PA,DESMATAMENTO_CR,733
2023/2024,3,35.46,AM,DESMATAMENTO_CR,133
2023/2024,9,45.83,RO,DESMATAMENTO_CR,319
2022/2023,7,24.55,AC,DESMATAMENTO_CR,267
2016/2017,4,61.43,MT,DESMATAMENTO_CR,184
2017/2018,12,47.11,RO,DESMATAMENTO_CR,289
2017/2018,1,32.71,RR,DESMATAMENTO_CR,201
2022/2023,6,0.47,TO,DESMATAMENTO_CR,3
2015/2016,11,77.66,RO,DESMATAMENTO_CR,484
2022/2023,6,6.59,RR,DESMATAMENTO_CR,41
2020/2021,1,18.01,PA,DESMATAMENTO_CR,68
2016/2017,8,12.5,RR,DESMATAMENTO_CR,41
2023/2024,6,25.44,AC,DESMATAMENTO_CR,227
2023/2024,9,14.35,RR,DESMATAMENTO_CR,117
2022/2023,6,51.73,RO,DESMATAMENTO_CR,307
2020/2021,1,41.76,MT,DESMATAMENTO_CR,93
2019/2020,1,77.49,PA,DESMATAMENTO_CR,442
2025/2026,10,8,MT,DESMATAMENTO_CR,30
2024/2025,12,21.8,RR,DESMATAMENTO_CR,72
2023/2024,9,0.35,TO,DESMATAMENTO_CR,4
2022/2023,6,159.09,PA,DESMATAMENTO_CR,803
2025/2026,8,31.46,AC,DESMATAMENTO_CR,315
2015/2016,10,141.85,MT,DESMATAMENTO_CR,641
2015/2016,4,14.51,MA,DESMATAMENTO_CR,35
2025/2026,8,18.58,RR,DESMATAMENTO_CR,72
2015/2016,4,66.95,RO,DESMATAMENTO_CR,279
2017/2018,7,128.39,AM,DESMATAMENTO_CR,591
2022/2023,6,120.39,MT,DESMATAMENTO_CR,325
2016/2017,4,0.54,MA,DESMATAMENTO_CR,1
2020/2021,1,0.14,MA,DESMATAMENTO_CR,1
2017/2018,12,104.25,PA,DESMATAMENTO_CR,559
2020/2021,1,5.86,AM,DESMATAMENTO_CR,24
2022/2023,6,8.56,MA,DESMATAMENTO_CR,58
2020/2021,1,1.72,AC,DESMATAMENTO_CR,13
2018/2019,3,1.58,AC,DESMATAMENTO_CR,6
2015/2016,6,240.09,PA,DESMATAMENTO_CR,750
2024/2025,12,0.48,TO,DESMATAMENTO_CR,4
2023/2024,10,34.33,AC,DESMATAMENTO_CR,346
2017/2018,1,3.39,TO,DESMATAMENTO_CR,12
2020/2021,12,0.09,TO,DESMATAMENTO_CR,1
2022/2023,6,121.33,AM,DESMATAMENTO_CR,604
2016/2017,4,18.18,AM,DESMATAMENTO_CR,28
2020/2021,12,7.87,RR,DESMATAMENTO_CR,46
2023/2024,10,41.44,AM,DESMATAMENTO_CR,314
2018/2019,9,181.8,MT,DESMATAMENTO_CR,709
2022/2023,6,15.58,AC,DESMATAMENTO_CR,120
2020/2021,12,26.32,RO,DESMATAMENTO_CR,136
2017/2018,12,85.65,MT,DESMATAMENTO_CR,185
2022/2023,5,0.61,TO,DESMATAMENTO_CR,6
2016/2017,8,28.31,AC,DESMATAMENTO_CR,227
2022/2023,5,4.95,RR,DESMATAMENTO_CR,42
2024/2025,1,5.13,AC,DESMATAMENTO_CR,26
2025/2026,8,18.26,RO,DESMATAMENTO_CR,110
2022/2023,5,61.62,RO,DESMATAMENTO_CR,335
2024/2025,6,15.28,RO,DESMATAMENTO_CR,62
2016/2017,4,0.24,AC,DESMATAMENTO_CR,1
2017/2018,5,120.37,AM,DESMATAMENTO_CR,313
2015/2016,4,59.54,AM,DESMATAMENTO_CR,131
2019/2020,1,119.93,MT,DESMATAMENTO_CR,330
2022/2023,5,135.3,PA,DESMATAMENTO_CR,509
2020/2021,12,96.12,PA,DESMATAMENTO_CR,648
2018/2019,2,0.22,TO,DESMATAMENTO_CR,2
2018/2019,6,7.72,MA,DESMATAMENTO_CR,31
2017/2018,12,0.37,MA,DESMATAMENTO_CR,1
2019/2020,8,218.71,MT,DESMATAMENTO_CR,1022
2023/2024,10,2.61,AP,DESMATAMENTO_CR,21
2022/2023,5,196.2,MT,DESMATAMENTO_CR,545
2016/2017,3,9.39,RO,DESMATAMENTO_CR,40
2020/2021,12,71.49,MT,DESMATAMENTO_CR,214
2017/2018,7,7.58,MA,DESMATAMENTO_CR,38
2017/2018,12,3.15,AP,DESMATAMENTO_CR,14
2018/2019,10,251.52,PA,DESMATAMENTO_CR,1428
2022/2023,5,3.23,MA,DESMATAMENTO_CR,26
2016/2017,10,107.52,AM,DESMATAMENTO_CR,508
2016/2017,3,5.45,PA,DESMATAMENTO_CR,16
2024/2025,1,15.44,AM,DESMATAMENTO_CR,70
2023/2024,10,12.89,MA,DESMATAMENTO_CR,88
2022/2023,5,0.12,AP,DESMATAMENTO_CR,1
2015/2016,4,1.21,AC,DESMATAMENTO_CR,6
2017/2018,2,7.36,MA,DESMATAMENTO_CR,48
2022/2023,5,137.66,AM,DESMATAMENTO_CR,449
2020/2021,12,3.3,MA,DESMATAMENTO_CR,25
2017/2018,6,0.26,AP,DESMATAMENTO_CR,2
2022/2023,5,4.64,AC,DESMATAMENTO_CR,35
2019/2020,1,1.55,MA,DESMATAMENTO_CR,12
2022/2023,4,0.35,TO,DESMATAMENTO_CR,3
2025/2026,8,0.07,TO,DESMATAMENTO_CR,1
2022/2023,4,14.96,RR,DESMATAMENTO_CR,91
2018/2019,6,0.15,AP,DESMATAMENTO_CR,2
2018/2019,2,33.62,RR,DESMATAMENTO_CR,174
2020/2021,12,5.73,AM,DESMATAMENTO_CR,33
2017/2018,12,11.69,AM,DESMATAMENTO_CR,97
2023/2024,10,67.62,MT,DESMATAMENTO_CR,262
2022/2023,4,42.95,RO,DESMATAMENTO_CR,188
2018/2019,4,0.51,MA,DESMATAMENTO_CR,3
2024/2025,1,0.3,MA,DESMATAMENTO_CR,2
2020/2021,12,1.1,AC,DESMATAMENTO_CR,12
2022/2023,4,76.6,PA,DESMATAMENTO_CR,245
2019/2020,1,10.53,AM,DESMATAMENTO_CR,92
2020/2021,11,0.43,TO,DESMATAMENTO_CR,2
2025/2026,10,4.09,PA,DESMATAMENTO_CR,26
2015/2016,3,1.61,TO,DESMATAMENTO_CR,9
2023/2024,7,164.35,AM,DESMATAMENTO_CR,916
2020/2021,11,7.28,RR,DESMATAMENTO_CR,45
2022/2023,4,70.34,MT,DESMATAMENTO_CR,190
2023/2024,6,129.37,AM,DESMATAMENTO_CR,579
2024/2025,5,4.5,MA,DESMATAMENTO_CR,19
2017/2018,2,31.89,MT,DESMATAMENTO_CR,103
2017/2018,12,2.41,AC,DESMATAMENTO_CR,21
2023/2024,3,35.63,MT,DESMATAMENTO_CR,111
2022/2023,4,2.92,MA,DESMATAMENTO_CR,18
2020/2021,11,49.62,RO,DESMATAMENTO_CR,319
2019/2020,1,2.9,AC,DESMATAMENTO_CR,26
2022/2023,4,0.33,AP,DESMATAMENTO_CR,3
2024/2025,10,18.18,RR,DESMATAMENTO_CR,84
2023/2024,10,208.68,PA,DESMATAMENTO_CR,1471
2022/2023,4,86.22,AM,DESMATAMENTO_CR,272
2016/2017,3,57.42,MT,DESMATAMENTO_CR,136
2018/2019,2,17.93,RO,DESMATAMENTO_CR,91
2017/2018,11,1.72,TO,DESMATAMENTO_CR,1
2017/2018,4,5.74,MA,DESMATAMENTO_CR,31
2024/2025,12,6.09,AM,DESMATAMENTO_CR,30
2022/2023,4,5.34,AC,DESMATAMENTO_CR,35
2019/2020,12,0.06,TO,DESMATAMENTO_CR,1
2022/2023,3,0.17,TO,DESMATAMENTO_CR,2
2020/2021,11,119.87,PA,DESMATAMENTO_CR,750
2022/2023,3,27.56,RR,DESMATAMENTO_CR,177
2019/2020,8,11.51,MA,DESMATAMENTO_CR,68
2015/2016,3,80.83,RR,DESMATAMENTO_CR,353
2022/2023,3,33.59,RO,DESMATAMENTO_CR,159
2015/2016,5,98.36,PA,DESMATAMENTO_CR,339
2019/2020,12,7.33,RR,DESMATAMENTO_CR,41
2015/2016,4,20.04,RR,DESMATAMENTO_CR,49
2024/2025,9,160.74,MT,DESMATAMENTO_CR,231
2024/2025,7,32.81,RO,DESMATAMENTO_CR,156
2022/2023,3,70.71,PA,DESMATAMENTO_CR,226
2016/2017,3,1.27,AM,DESMATAMENTO_CR,5
2024/2025,8,190.09,PA,DESMATAMENTO_CR,1057
2017/2018,11,7.32,RR,DESMATAMENTO_CR,35
2020/2021,11,90.09,MT,DESMATAMENTO_CR,305
2024/2025,1,94.31,MT,DESMATAMENTO_CR,185
2018/2019,6,187.48,AM,DESMATAMENTO_CR,490
2022/2023,3,78.96,MT,DESMATAMENTO_CR,220
2018/2019,10,79.23,MT,DESMATAMENTO_CR,273
2018/2019,2,21.67,PA,DESMATAMENTO_CR,93
2015/2016,10,21.22,AC,DESMATAMENTO_CR,192
2015/2016,9,134.72,MT,DESMATAMENTO_CR,662
2022/2023,3,0.62,MA,DESMATAMENTO_CR,4
2016/2017,2,20.98,RO,DESMATAMENTO_CR,107
2017/2018,11,31.36,RO,DESMATAMENTO_CR,166
2023/2024,10,32.31,RO,DESMATAMENTO_CR,228
2022/2023,3,0.75,AP,DESMATAMENTO_CR,4
2020/2021,11,3.7,MA,DESMATAMENTO_CR,33
2016/2017,8,181.24,RO,DESMATAMENTO_CR,923
2022/2023,3,121.53,AM,DESMATAMENTO_CR,282
2018/2019,4,25.71,RO,DESMATAMENTO_CR,113
2016/2017,2,7.3,PA,DESMATAMENTO_CR,32
2020/2021,11,21.81,AM,DESMATAMENTO_CR,105
2017/2018,2,95.72,PA,DESMATAMENTO_CR,472
2022/2023,3,1.47,AC,DESMATAMENTO_CR,13
2019/2020,12,20.13,RO,DESMATAMENTO_CR,139
2022/2023,2,0.1,TO,DESMATAMENTO_CR,1
2019/2020,8,2.58,AP,DESMATAMENTO_CR,3
2020/2021,11,12.73,AC,DESMATAMENTO_CR,117
2018/2019,9,5.28,MA,DESMATAMENTO_CR,27
2022/2023,2,30.83,RR,DESMATAMENTO_CR,190
2023/2024,6,0.37,AP,DESMATAMENTO_CR,3
2015/2016,7,142.47,PA,DESMATAMENTO_CR,555
2023/2024,10,29.33,RR,DESMATAMENTO_CR,186
2022/2023,2,28.47,RO,DESMATAMENTO_CR,148
2020/2021,10,1.46,TO,DESMATAMENTO_CR,14
2015/2016,3,43.84,RO,DESMATAMENTO_CR,239
2024/2025,1,24.71,PA,DESMATAMENTO_CR,132
2023/2024,10,1.1,TO,DESMATAMENTO_CR,9
2022/2023,2,37.9,PA,DESMATAMENTO_CR,185
2016/2017,2,67.57,MT,DESMATAMENTO_CR,123
2024/2025,11,2.64,AC,DESMATAMENTO_CR,17
2023/2024,3,31.73,PA,DESMATAMENTO_CR,165
2020/2021,10,15.57,RR,DESMATAMENTO_CR,126
2022/2023,2,161.41,MT,DESMATAMENTO_CR,311
2015/2016,5,0.95,RR,DESMATAMENTO_CR,1
2024/2025,10,257.86,PA,DESMATAMENTO_CR,1530
2017/2018,11,179.61,PA,DESMATAMENTO_CR,1015
2018/2019,6,10.02,AC,DESMATAMENTO_CR,72
2022/2023,2,3.58,MA,DESMATAMENTO_CR,19
2022/2023,2,0.12,AP,DESMATAMENTO_CR,1
2015/2016,5,3.26,TO,DESMATAMENTO_CR,8
2019/2020,12,56.64,PA,DESMATAMENTO_CR,366
2022/2023,2,45.87,AM,DESMATAMENTO_CR,109
2022/2023,2,3.85,AC,DESMATAMENTO_CR,26
2022/2023,1,0.19,TO,DESMATAMENTO_CR,1
2023/2024,11,11.5,AC,DESMATAMENTO_CR,110
2022/2023,1,29.59,RR,DESMATAMENTO_CR,174
2020/2021,10,134.39,RO,DESMATAMENTO_CR,828
2022/2023,1,13.88,RO,DESMATAMENTO_CR,50
2024/2025,8,1.38,AP,DESMATAMENTO_CR,10
2024/2025,10,0.5,AP,DESMATAMENTO_CR,5
2017/2018,7,48.56,MT,DESMATAMENTO_CR,168
2017/2018,2,2.88,RO,DESMATAMENTO_CR,13
2022/2023,1,29.89,PA,DESMATAMENTO_CR,161
2016/2017,2,1.34,MA,DESMATAMENTO_CR,10
2025/2026,10,0.17,MA,DESMATAMENTO_CR,1
2022/2023,1,69.44,MT,DESMATAMENTO_CR,104
2024/2025,5,145.4,MT,DESMATAMENTO_CR,371
2018/2019,2,34.95,MT,DESMATAMENTO_CR,49
2017/2018,11,60.63,MT,DESMATAMENTO_CR,223
2020/2021,10,396.56,PA,DESMATAMENTO_CR,2588
2022/2023,1,4.56,MA,DESMATAMENTO_CR,22
2024/2025,1,4.29,RO,DESMATAMENTO_CR,20
2019/2020,8,189.61,AM,DESMATAMENTO_CR,1050
2021/2022,4,6.38,MA,DESMATAMENTO_CR,22
2022/2023,1,13.49,AM,DESMATAMENTO_CR,23
2022/2023,1,1.23,AC,DESMATAMENTO_CR,10
2015/2016,10,58.9,AM,DESMATAMENTO_CR,298
2022/2023,12,0.21,TO,DESMATAMENTO_CR,2
2022/2023,12,46.26,RR,DESMATAMENTO_CR,249
2016/2017,2,3.9,AM,DESMATAMENTO_CR,24
2022/2023,12,11.59,RO,DESMATAMENTO_CR,80
2016/2017,10,66.55,AC,DESMATAMENTO_CR,569
2023/2024,11,13.48,AM,DESMATAMENTO_CR,99
2024/2025,11,24.74,MT,DESMATAMENTO_CR,64
2022/2023,12,109.16,PA,DESMATAMENTO_CR,535
2020/2021,10,112.97,MT,DESMATAMENTO_CR,504
2018/2019,5,0.27,TO,DESMATAMENTO_CR,2
2015/2016,3,10.31,PA,DESMATAMENTO_CR,43
2017/2018,11,1.8,MA,DESMATAMENTO_CR,5
2022/2023,12,22.54,MT,DESMATAMENTO_CR,68
2018/2019,10,14.28,MA,DESMATAMENTO_CR,75
2018/2019,2,0.1,MA,DESMATAMENTO_CR,1
2015/2016,1,6.79,AC,DESMATAMENTO_CR,53
2017/2018,11,5.02,AP,DESMATAMENTO_CR,45
2022/2023,12,5.66,MA,DESMATAMENTO_CR,21
2016/2017,1,9.45,RR,DESMATAMENTO_CR,27
2020/2021,10,19.03,MA,DESMATAMENTO_CR,136
2022/2023,12,0.34,AP,DESMATAMENTO_CR,3
2024/2025,1,33.2,RR,DESMATAMENTO_CR,160
2024/2025,6,2.27,RR,DESMATAMENTO_CR,10
2022/2023,12,18.87,AM,DESMATAMENTO_CR,106
2015/2016,6,1.04,MA,DESMATAMENTO_CR,3
2016/2017,1,16.69,RO,DESMATAMENTO_CR,79
2017/2018,2,1.18,TO,DESMATAMENTO_CR,6
2020/2021,10,0.64,AP,DESMATAMENTO_CR,8
2022/2023,12,12.53,AC,DESMATAMENTO_CR,106
2019/2020,12,75.56,MT,DESMATAMENTO_CR,138
2022/2023,11,0.73,TO,DESMATAMENTO_CR,2
2017/2018,11,22.6,AM,DESMATAMENTO_CR,133
2022/2023,11,2.08,RR,DESMATAMENTO_CR,15
2020/2021,10,88.49,AM,DESMATAMENTO_CR,514
2024/2025,9,1.2,TO,DESMATAMENTO_CR,9
2023/2024,11,0.84,AP,DESMATAMENTO_CR,6
2022/2023,11,114.97,RO,DESMATAMENTO_CR,728
2015/2016,8,7.09,RR,DESMATAMENTO_CR,52
2023/2024,6,6.05,MA,DESMATAMENTO_CR,40
2016/2017,1,8.24,PA,DESMATAMENTO_CR,49
2017/2018,7,38.82,AC,DESMATAMENTO_CR,358
2024/2025,2,1.89,AC,DESMATAMENTO_CR,8
2022/2023,11,144.19,PA,DESMATAMENTO_CR,774
2020/2021,10,63.03,AC,DESMATAMENTO_CR,640
2024/2025,7,8.85,RR,DESMATAMENTO_CR,48
2015/2016,4,7.02,TO,DESMATAMENTO_CR,23
2017/2018,3,0.08,AC,DESMATAMENTO_CR,1
2022/2023,11,107.8,MT,DESMATAMENTO_CR,349
2019/2020,12,17.54,MA,DESMATAMENTO_CR,145
2024/2025,7,106.79,MT,DESMATAMENTO_CR,310
2017/2018,11,37.44,AC,DESMATAMENTO_CR,355
2016/2017,1,15.33,MT,DESMATAMENTO_CR,33
2022/2023,11,8.58,MA,DESMATAMENTO_CR,42
2020/2021,9,2.64,TO,DESMATAMENTO_CR,18
2015/2016,3,114.6,MT,DESMATAMENTO_CR,422
2016/2017,9,0.73,TO,DESMATAMENTO_CR,2
2022/2023,11,0.26,AP,DESMATAMENTO_CR,1
2024/2025,2,10.6,AM,DESMATAMENTO_CR,26
2017/2018,5,7.28,MA,DESMATAMENTO_CR,37
2022/2023,11,85.73,AM,DESMATAMENTO_CR,518
2015/2016,12,1.16,RR,DESMATAMENTO_CR,5
2018/2019,2,9.87,AM,DESMATAMENTO_CR,22
2019/2020,12,6.11,AM,DESMATAMENTO_CR,52
2020/2021,9,25.12,RR,DESMATAMENTO_CR,164
2023/2024,11,23.15,MA,DESMATAMENTO_CR,154
2022/2023,11,85.42,AC,DESMATAMENTO_CR,827
2019/2020,8,139.53,AC,DESMATAMENTO_CR,1310
2018/2019,4,40.71,AM,DESMATAMENTO_CR,94
2017/2018,10,3.07,RR,DESMATAMENTO_CR,24
2022/2023,10,0.28,TO,DESMATAMENTO_CR,1
2016/2017,1,8.57,AM,DESMATAMENTO_CR,30
2022/2023,10,23.93,RR,DESMATAMENTO_CR,148
2015/2016,11,75.68,PA,DESMATAMENTO_CR,433
2022/2023,10,68.57,RO,DESMATAMENTO_CR,355
2018/2019,10,0.9,AP,DESMATAMENTO_CR,6
2017/2018,7,0.48,RR,DESMATAMENTO_CR,5
2017/2018,10,112.45,RO,DESMATAMENTO_CR,579
2020/2021,9,156.84,RO,DESMATAMENTO_CR,953
2018/2019,2,0.26,AC,DESMATAMENTO_CR,2
2022/2023,10,433.74,PA,DESMATAMENTO_CR,2405
2019/2020,11,0.58,TO,DESMATAMENTO_CR,5
2016/2017,12,1.84,TO,DESMATAMENTO_CR,5
2015/2016,9,3.84,MA,DESMATAMENTO_CR,22
2025/2026,9,21.96,AC,DESMATAMENTO_CR,203
2023/2024,11,29.76,MT,DESMATAMENTO_CR,146
2022/2023,10,150.03,MT,DESMATAMENTO_CR,329
2015/2016,8,82.91,RO,DESMATAMENTO_CR,582
2023/2024,7,7.86,MA,DESMATAMENTO_CR,56
2017/2018,10,103.16,PA,DESMATAMENTO_CR,553
2019/2020,11,5.1,RR,DESMATAMENTO_CR,23
2022/2023,10,17.5,MA,DESMATAMENTO_CR,105
2018/2019,1,18.08,RR,DESMATAMENTO_CR,96
2024/2025,2,1.67,MA,DESMATAMENTO_CR,4
2022/2023,10,1.87,AP,DESMATAMENTO_CR,9
2020/2021,9,419.77,PA,DESMATAMENTO_CR,2699
2022/2023,10,142.28,AM,DESMATAMENTO_CR,731
2018/2019,7,0.15,TO,DESMATAMENTO_CR,3
2018/2019,5,104.58,RO,DESMATAMENTO_CR,428
2015/2016,3,0.38,MA,DESMATAMENTO_CR,1
2025/2026,9,0.97,TO,DESMATAMENTO_CR,5
2022/2023,10,64,AC,DESMATAMENTO_CR,485
2016/2017,12,0.4,RR,DESMATAMENTO_CR,2
2017/2018,10,101.74,MT,DESMATAMENTO_CR,344
2024/2025,5,133.06,PA,DESMATAMENTO_CR,368
2022/2023,9,1.7,TO,DESMATAMENTO_CR,13
2024/2025,10,77.74,AM,DESMATAMENTO_CR,445
2020/2021,9,182.62,MT,DESMATAMENTO_CR,786
2022/2023,9,8.63,RR,DESMATAMENTO_CR,55
2022/2023,9,153.76,RO,DESMATAMENTO_CR,692
2019/2020,11,33.64,RO,DESMATAMENTO_CR,183
2018/2019,7,9.22,RR,DESMATAMENTO_CR,25
2015/2016,3,26.69,AM,DESMATAMENTO_CR,147
2016/2017,12,0.65,RO,DESMATAMENTO_CR,3
2017/2018,10,8.95,MA,DESMATAMENTO_CR,31
2024/2025,8,26.85,RO,DESMATAMENTO_CR,135
2022/2023,9,530.15,PA,DESMATAMENTO_CR,2465
2016/2017,12,1.68,PA,DESMATAMENTO_CR,13
2018/2019,1,6.42,RO,DESMATAMENTO_CR,31
2020/2021,9,11.69,MA,DESMATAMENTO_CR,78
2017/2018,10,1.45,AP,DESMATAMENTO_CR,13
2022/2023,9,340.36,MT,DESMATAMENTO_CR,657
2018/2019,3,0.2,TO,DESMATAMENTO_CR,2
2025/2026,10,2.77,RO,DESMATAMENTO_CR,13
2024/2025,7,0.52,AP,DESMATAMENTO_CR,3
2023/2024,11,96.37,PA,DESMATAMENTO_CR,667
2022/2023,9,12.07,MA,DESMATAMENTO_CR,53
2023/2024,3,12.52,RO,DESMATAMENTO_CR,71
2017/2018,10,69.23,AM,DESMATAMENTO_CR,276
2022/2023,9,2.19,AP,DESMATAMENTO_CR,10
2020/2021,9,0.42,AP,DESMATAMENTO_CR,5
2024/2025,12,8.75,AC,DESMATAMENTO_CR,73
2022/2023,9,283.87,AM,DESMATAMENTO_CR,1113
2015/2016,8,25.12,AC,DESMATAMENTO_CR,261
2020/2021,9,115.62,AM,DESMATAMENTO_CR,679
2016/2017,9,131.67,RO,DESMATAMENTO_CR,626
2017/2018,3,32.75,AM,DESMATAMENTO_CR,78
2022/2023,9,120.52,AC,DESMATAMENTO_CR,993
2018/2019,10,67.98,AM,DESMATAMENTO_CR,282
2015/2016,3,0.12,AC,DESMATAMENTO_CR,1
2017/2018,10,36.27,AC,DESMATAMENTO_CR,283
2022/2023,8,0.89,TO,DESMATAMENTO_CR,6
2016/2017,12,11.75,MT,DESMATAMENTO_CR,12
2023/2024,6,46.3,MT,DESMATAMENTO_CR,145
2017/2018,6,8.7,MA,DESMATAMENTO_CR,53
2022/2023,8,41.81,RR,DESMATAMENTO_CR,218
2015/2016,5,83.88,MT,DESMATAMENTO_CR,246
2022/2023,8,156.9,RO,DESMATAMENTO_CR,730
2020/2021,9,37.31,AC,DESMATAMENTO_CR,377
2019/2020,11,334.69,PA,DESMATAMENTO_CR,2127
2024/2025,8,93.37,AM,DESMATAMENTO_CR,431
2015/2016,2,3.35,TO,DESMATAMENTO_CR,16
2018/2019,1,12.42,PA,DESMATAMENTO_CR,54
2016/2017,12,0.18,AM,DESMATAMENTO_CR,1
2022/2023,8,670.86,PA,DESMATAMENTO_CR,3144
2020/2021,8,0.88,TO,DESMATAMENTO_CR,11
2023/2024,3,30.98,RR,DESMATAMENTO_CR,158
2017/2018,9,4.85,TO,DESMATAMENTO_CR,20
2020/2021,8,24.77,RR,DESMATAMENTO_CR,144
2023/2024,11,15.03,RO,DESMATAMENTO_CR,125
2022/2023,8,332.03,MT,DESMATAMENTO_CR,663
2018/2019,7,377.54,RO,DESMATAMENTO_CR,1579
2015/2016,8,206.37,PA,DESMATAMENTO_CR,1079
2016/2017,11,7.74,TO,DESMATAMENTO_CR,18
2017/2018,9,82.74,RO,DESMATAMENTO_CR,452
2022/2023,8,16.3,MA,DESMATAMENTO_CR,88
2023/2024,7,17.79,RR,DESMATAMENTO_CR,75
2022/2023,8,1.11,AP,DESMATAMENTO_CR,2
2015/2016,12,13.09,RO,DESMATAMENTO_CR,80
2018/2019,4,31.13,PA,DESMATAMENTO_CR,111
2022/2023,8,306.76,AM,DESMATAMENTO_CR,1113
2020/2021,8,254.69,RO,DESMATAMENTO_CR,1467
2018/2019,8,65.08,MT,DESMATAMENTO_CR,275
2024/2025,7,0.39,TO,DESMATAMENTO_CR,3
2015/2016,5,0.34,AC,DESMATAMENTO_CR,3
2022/2023,8,113.35,AC,DESMATAMENTO_CR,974
2019/2020,11,110.86,MT,DESMATAMENTO_CR,319
2015/2016,8,5.34,MA,DESMATAMENTO_CR,29
2021/2022,7,0.5,TO,DESMATAMENTO_CR,3
2021/2022,7,3.83,RR,DESMATAMENTO_CR,23
2023/2024,3,0.09,TO,DESMATAMENTO_CR,1
2016/2017,11,7.36,RR,DESMATAMENTO_CR,30
2024/2025,2,28.59,MT,DESMATAMENTO_CR,56
2023/2024,11,9.92,RR,DESMATAMENTO_CR,52
2021/2022,7,168.08,RO,DESMATAMENTO_CR,893
2016/2017,8,449.6,PA,DESMATAMENTO_CR,1984
2024/2025,8,13.57,RR,DESMATAMENTO_CR,84
2015/2016,2,11,RO,DESMATAMENTO_CR,68
2017/2018,9,164.4,PA,DESMATAMENTO_CR,925
2018/2019,9,152.64,AM,DESMATAMENTO_CR,677
2023/2024,11,0.41,TO,DESMATAMENTO_CR,3
2021/2022,7,476,PA,DESMATAMENTO_CR,2076
2020/2021,8,501.47,PA,DESMATAMENTO_CR,3343
2018/2019,1,86.56,MT,DESMATAMENTO_CR,171
2018/2019,5,176.08,PA,DESMATAMENTO_CR,382
2017/2018,6,138.64,PA,DESMATAMENTO_CR,534
2015/2016,9,77.39,RO,DESMATAMENTO_CR,499
2023/2024,12,2.32,AC,DESMATAMENTO_CR,19
2021/2022,7,204.22,MT,DESMATAMENTO_CR,686
2019/2020,11,30.93,MA,DESMATAMENTO_CR,195
2015/2016,7,3.9,RR,DESMATAMENTO_CR,12
2023/2024,4,2.12,AC,DESMATAMENTO_CR,16
2015/2016,2,7.66,PA,DESMATAMENTO_CR,41
2024/2025,2,15.27,PA,DESMATAMENTO_CR,45
2020/2021,8,170.15,MT,DESMATAMENTO_CR,839
2021/2022,7,18.5,MA,DESMATAMENTO_CR,107
2017/2018,9,109.83,MT,DESMATAMENTO_CR,314
2015/2016,11,67.12,MT,DESMATAMENTO_CR,233
2023/2024,12,11.77,AM,DESMATAMENTO_CR,62
2021/2022,7,457.37,AM,DESMATAMENTO_CR,1799
2018/2019,10,6.41,AC,DESMATAMENTO_CR,65
2018/2019,7,687.51,PA,DESMATAMENTO_CR,2638
2017/2018,3,18.49,MA,DESMATAMENTO_CR,64
2021/2022,7,77.35,AC,DESMATAMENTO_CR,671
2016/2017,9,202.64,PA,DESMATAMENTO_CR,1062
2024/2025,5,28.27,RO,DESMATAMENTO_CR,114
2021/2022,6,2.16,TO,DESMATAMENTO_CR,8
2023/2024,4,24.35,AM,DESMATAMENTO_CR,81
2021/2022,6,0.34,RR,DESMATAMENTO_CR,3
2024/2025,2,2.53,RO,DESMATAMENTO_CR,12
2021/2022,6,138.78,RO,DESMATAMENTO_CR,618
2020/2021,8,28.28,MA,DESMATAMENTO_CR,189
